CASA,FORA,GOLS_CASA,GOLS_FORA,TEMPORADA
Cadiz,Ath Bilbao,2,3,2122
Sociedad,Barcelona,0,1,2122
Barcelona,Vallecano,0,1,2122
Sevilla,Cadiz,1,1,2122
Alaves,Villarreal,2,1,2122
Real Madrid,Espanol,4,0,2122
Valencia,Levante,1,1,2122
Ath Bilbao,Ath Madrid,2,0,2122
Elche,Osasuna,1,1,2122
Granada,Celta,1,1,2122
Vallecano,Sociedad,1,1,2122
Barcelona,Mallorca,2,1,2122
Getafe,Betis,0,0,2122
Levante,Sociedad,2,1,2122
Mallorca,Granada,2,6,2122
Ath Bilbao,Valencia,0,0,2122
Cadiz,Elche,3,0,2122
Celta,Alaves,4,0,2122
Betis,Barcelona,1,2,2122
Getafe,Vallecano,0,0,2122
Villarreal,Sevilla,1,1,2122
Espanol,Osasuna,1,1,2122
Ath Madrid,Real Madrid,1,0,2122
Valencia,Betis,0,3,2122
Granada,Ath Bilbao,1,0,2122
Barcelona,Celta,3,1,2122
Alaves,Espanol,2,1,2122
Osasuna,Getafe,1,1,2122
Sevilla,Mallorca,0,0,2122
Elche,Ath Madrid,0,2,2122
Sociedad,Cadiz,3,0,2122
Vallecano,Villarreal,1,5,2122
Real Madrid,Levante,6,0,2122
Espanol,Valencia,1,1,2122
Ath Bilbao,Osasuna,2,0,2122
Ath Madrid,Sevilla,1,1,2122
Betis,Granada,2,0,2122
Cadiz,Real Madrid,1,1,2122
Celta,Elche,1,0,2122
Getafe,Barcelona,0,0,2122
Levante,Alaves,3,1,2122
Mallorca,Vallecano,2,1,2122
Villarreal,Sociedad,1,2,2122
Real Madrid,Betis,0,0,2122
Vallecano,Levante,2,4,2122
Valencia,Celta,2,0,2122
Elche,Getafe,3,1,2122
Alaves,Cadiz,0,1,2122
Granada,Espanol,0,0,2122
Osasuna,Mallorca,0,2,2122
Barcelona,Villarreal,0,2,2122
Sevilla,Ath Bilbao,1,0,2122
Sociedad,Ath Madrid,1,2,2122
Inter,Genoa,4,0,2122
Verona,Sassuolo,2,3,2122
Empoli,Lazio,1,3,2122
Torino,Atalanta,1,2,2122
Bologna,Salernitana,3,2,2122
Udinese,Juventus,2,2,2122
Napoli,Venezia,2,0,2122
Roma,Fiorentina,3,1,2122
Cagliari,Spezia,2,2,2122
Sampdoria,Milan,0,1,2122
Udinese,Venezia,3,0,2122
Verona,Inter,1,3,2122
Atalanta,Bologna,0,0,2122
Lazio,Spezia,6,1,2122
Fiorentina,Torino,2,1,2122
Juventus,Empoli,0,1,2122
Genoa,Napoli,1,2,2122
Sassuolo,Sampdoria,0,0,2122
Milan,Cagliari,4,1,2122
Salernitana,Roma,0,4,2122
Empoli,Venezia,1,2,2122
Napoli,Juventus,2,1,2122
Atalanta,Fiorentina,1,2,2122
Sampdoria,Inter,2,2,2122
Cagliari,Genoa,2,3,2122
Spezia,Udinese,0,1,2122
Torino,Salernitana,4,0,2122
Milan,Lazio,2,0,2122
Roma,Sassuolo,2,1,2122
Bologna,Verona,1,0,2122
Sassuolo,Torino,0,1,2122
Genoa,Fiorentina,1,2,2122
Inter,Bologna,6,1,2122
Salernitana,Atalanta,0,1,2122
Empoli,Sampdoria,0,3,2122
Venezia,Spezia,1,2,2122
Lazio,Cagliari,2,2,2122
Verona,Roma,3,2,2122
Juventus,Milan,1,1,2122
Udinese,Napoli,0,4,2122
Bologna,Genoa,2,2,2122
Atalanta,Sassuolo,2,1,2122
Fiorentina,Inter,1,3,2122
Salernitana,Verona,2,2,2122
Spezia,Juventus,2,3,2122
Cagliari,Empoli,0,2,2122
Milan,Venezia,2,0,2122
Sampdoria,Napoli,0,4,2122
Torino,Lazio,1,1,2122
Roma,Udinese,1,0,2122
Spezia,Milan,1,2,2122
Inter,Atalanta,2,2,2122
Genoa,Verona,3,3,2122
Juventus,Sampdoria,3,2,2122
Empoli,Bologna,4,2,2122
Sassuolo,Salernitana,1,0,2122
Udinese,Fiorentina,0,1,2122
Lazio,Roma,3,2,2122
Napoli,Cagliari,2,0,2122
Venezia,Torino,1,1,2122
Cagliari,Venezia,1,1,2122
Salernitana,Genoa,1,0,2122
Torino,Juventus,0,1,2122
Sassuolo,Inter,1,2,2122
Bologna,Lazio,3,0,2122
Sampdoria,Udinese,3,3,2122
Verona,Spezia,4,0,2122
Fiorentina,Napoli,1,2,2122
Roma,Empoli,2,0,2122
Atalanta,Milan,2,3,2122
Spezia,Salernitana,2,1,2122
Lazio,Inter,3,1,2122
Milan,Verona,3,2,2122
Cagliari,Sampdoria,3,1,2122
Empoli,Atalanta,1,4,2122
Genoa,Sassuolo,2,2,2122
Udinese,Bologna,1,1,2122
Napoli,Torino,1,0,2122
Juventus,Roma,1,0,2122
Venezia,Fiorentina,1,0,2122
Torino,Genoa,3,2,2122
Sampdoria,Spezia,2,1,2122
Salernitana,Empoli,2,4,2122
Sassuolo,Venezia,3,1,2122
Bologna,Milan,2,4,2122
Atalanta,Udinese,1,1,2122
Fiorentina,Cagliari,3,0,2122
Verona,Lazio,4,1,2122
Roma,Napoli,0,0,2122
Inter,Juventus,1,1,2122
Spezia,Genoa,1,1,2122
Venezia,Salernitana,1,2,2122
Milan,Torino,1,0,2122
Juventus,Sassuolo,1,2,2122
Sampdoria,Atalanta,1,3,2122
Udinese,Verona,1,1,2122
Cagliari,Roma,1,2,2122
Empoli,Inter,0,2,2122
Lazio,Fiorentina,1,0,2122
Napoli,Bologna,3,0,2122
Atalanta,Lazio,2,2,2122
Verona,Juventus,2,1,2122
Torino,Sampdoria,3,0,2122
Inter,Udinese,2,0,2122
Fiorentina,Spezia,3,0,2122
Genoa,Venezia,0,0,2122
Sassuolo,Empoli,1,2,2122
Salernitana,Napoli,0,1,2122
Roma,Milan,1,2,2122
Bologna,Cagliari,2,0,2122
Empoli,Genoa,2,2,2122
Spezia,Torino,1,0,2122
Juventus,Fiorentina,1,0,2122
Cagliari,Atalanta,1,2,2122
Venezia,Roma,3,2,2122
Sampdoria,Bologna,1,2,2122
Udinese,Sassuolo,3,2,2122
Lazio,Salernitana,3,0,2122
Napoli,Verona,1,1,2122
Milan,Inter,1,1,2122
Atalanta,Spezia,5,2,2122
Lazio,Juventus,0,2,2122
Fiorentina,Milan,4,3,2122
Sassuolo,Cagliari,2,2,2122
Bologna,Venezia,0,1,2122
Salernitana,Sampdoria,0,2,2122
Inter,Napoli,3,2,2122
Genoa,Roma,0,2,2122
Verona,Empoli,2,1,2122
Torino,Udinese,2,1,2122
Cagliari,Salernitana,1,1,2122
Empoli,Fiorentina,2,1,2122
Sampdoria,Verona,3,1,2122
Juventus,Atalanta,0,1,2122
Venezia,Inter,0,2,2122
Udinese,Genoa,0,0,2122
Milan,Sassuolo,1,3,2122
Spezia,Bologna,0,1,2122
Roma,Torino,1,0,2122
Napoli,Lazio,4,0,2122
Atalanta,Venezia,4,0,2122
Fiorentina,Sampdoria,3,1,2122
Salernitana,Juventus,0,2,2122
Verona,Cagliari,0,0,2122
Bologna,Roma,1,0,2122
Inter,Spezia,2,0,2122
Genoa,Milan,0,3,2122
Sassuolo,Napoli,2,2,2122
Torino,Empoli,2,2,2122
Lazio,Udinese,4,4,2122
Milan,Salernitana,2,0,2122
Roma,Inter,0,3,2122
Napoli,Atalanta,2,3,2122
Bologna,Fiorentina,2,3,2122
Spezia,Sassuolo,2,2,2122
Venezia,Verona,3,4,2122
Sampdoria,Lazio,1,3,2122
Juventus,Genoa,2,0,2122
Empoli,Udinese,3,1,2122
Cagliari,Torino,1,1,2122
Genoa,Sampdoria,1,3,2122
Fiorentina,Salernitana,4,0,2122
Venezia,Juventus,1,1,2122
Udinese,Milan,1,1,2122
Torino,Bologna,2,1,2122
Verona,Atalanta,1,2,2122
Napoli,Empoli,0,1,2122
Sassuolo,Lazio,2,1,2122
Inter,Cagliari,4,0,2122
Roma,Spezia,2,0,2122
Lazio,Genoa,3,1,2122
Salernitana,Inter,0,5,2122
Atalanta,Roma,1,4,2122
Bologna,Juventus,0,2,2122
Cagliari,Udinese,0,4,2122
Fiorentina,Sassuolo,2,2,2122
Spezia,Empoli,1,1,2122
Sampdoria,Venezia,1,1,2122
Torino,Verona,1,0,2122
Milan,Napoli,0,1,2122
Genoa,Atalanta,0,0,2122
Juventus,Cagliari,2,0,2122
Sassuolo,Bologna,0,3,2122
Venezia,Lazio,1,3,2122
Inter,Torino,1,0,2122
Roma,Sampdoria,1,1,2122
Verona,Fiorentina,1,1,2122
Empoli,Milan,2,4,2122
Napoli,Spezia,0,1,2122
Sampdoria,Cagliari,1,2,2122
Lazio,Empoli,3,3,2122
Spezia,Verona,1,2,2122
Sassuolo,Genoa,1,1,2122
Milan,Roma,3,1,2122
Juventus,Napoli,1,1,2122
Empoli,Sassuolo,1,5,2122
Venezia,Milan,0,3,2122
Napoli,Sampdoria,1,0,2122
Udinese,Atalanta,2,6,2122
Genoa,Spezia,0,1,2122
Roma,Juventus,3,4,2122
Inter,Lazio,2,1,2122
Verona,Salernitana,1,2,2122
Torino,Fiorentina,4,0,2122
Cagliari,Bologna,2,1,2122
Sampdoria,Torino,1,2,2122
Salernitana,Lazio,0,3,2122
Juventus,Udinese,2,0,2122
Sassuolo,Verona,2,4,2122
Venezia,Empoli,1,1,2122
Roma,Cagliari,1,0,2122
Atalanta,Inter,0,0,2122
Bologna,Napoli,0,2,2122
Milan,Spezia,1,2,2122
Fiorentina,Genoa,6,0,2122
Verona,Bologna,2,1,2122
Genoa,Udinese,0,0,2122
Inter,Venezia,2,1,2122
Lazio,Atalanta,0,0,2122
Cagliari,Fiorentina,1,1,2122
Napoli,Salernitana,4,1,2122
Spezia,Sampdoria,1,0,2122
Torino,Sassuolo,1,1,2122
Empoli,Roma,2,4,2122
Milan,Juventus,0,0,2122
Roma,Genoa,0,0,2122
Inter,Milan,1,2,2122
Fiorentina,Lazio,0,3,2122
Atalanta,Cagliari,1,2,2122
Bologna,Empoli,0,0,2122
Sampdoria,Sassuolo,4,0,2122
Venezia,Napoli,0,2,2122
Udinese,Torino,2,0,2122
Juventus,Verona,2,0,2122
Salernitana,Spezia,2,2,2122
Lazio,Bologna,3,0,2122
Napoli,Inter,1,1,2122
Torino,Venezia,1,2,2122
Milan,Sampdoria,1,0,2122
Empoli,Cagliari,1,1,2122
Genoa,Salernitana,1,1,2122
Verona,Udinese,4,0,2122
Sassuolo,Roma,2,2,2122
Atalanta,Juventus,1,1,2122
Spezia,Fiorentina,1,2,2122
Juventus,Torino,1,1,2122
Sampdoria,Empoli,2,0,2122
Roma,Verona,2,2,2122
Salernitana,Milan,2,2,2122
Fiorentina,Atalanta,1,0,2122
Venezia,Genoa,1,1,2122
Inter,Sassuolo,0,2,2122
Udinese,Lazio,1,1,2122
Cagliari,Napoli,1,1,2122
Bologna,Spezia,2,1,2122
Milan,Udinese,1,1,2122
Genoa,Inter,0,0,2122
Salernitana,Bologna,1,1,2122
Empoli,Juventus,2,3,2122
Sassuolo,Fiorentina,2,1,2122
Torino,Cagliari,1,2,2122
Verona,Venezia,3,1,2122
Spezia,Roma,0,1,2122
Lazio,Napoli,1,2,2122
Atalanta,Sampdoria,4,0,2122
Inter,Salernitana,5,0,2122
Udinese,Sampdoria,2,1,2122
Roma,Atalanta,1,0,2122
Cagliari,Lazio,0,3,2122
Genoa,Empoli,0,0,2122
Bologna,Torino,0,0,2122
Fiorentina,Verona,1,1,2122
Venezia,Sassuolo,1,4,2122
Juventus,Spezia,1,0,2122
Napoli,Milan,0,1,2122
Salernitana,Sassuolo,2,2,2122
Spezia,Cagliari,2,0,2122
Sampdoria,Juventus,1,3,2122
Milan,Empoli,1,0,2122
Fiorentina,Bologna,1,0,2122
Verona,Napoli,1,2,2122
Atalanta,Genoa,0,0,2122
Udinese,Roma,1,1,2122
Torino,Inter,1,1,2122
Lazio,Venezia,1,0,2122
Sassuolo,Spezia,4,1,2122
Genoa,Torino,1,0,2122
Napoli,Udinese,2,1,2122
Inter,Fiorentina,1,1,2122
Cagliari,Milan,0,1,2122
Venezia,Sampdoria,0,2,2122
Empoli,Verona,1,1,2122
Juventus,Salernitana,2,0,2122
Roma,Lazio,3,0,2122
Bologna,Atalanta,0,1,2122
Spezia,Venezia,1,0,2122
Lazio,Sassuolo,2,1,2122
Salernitana,Torino,0,1,2122
Fiorentina,Empoli,1,0,2122
Atalanta,Napoli,1,3,2122
Udinese,Cagliari,5,1,2122
Sampdoria,Roma,0,1,2122
Juventus,Inter,0,1,2122
Verona,Genoa,1,0,2122
Milan,Bologna,0,0,2122
Empoli,Spezia,0,0,2122
Inter,Verona,2,0,2122
Cagliari,Juventus,1,2,2122
Genoa,Lazio,1,4,2122
Napoli,Fiorentina,2,3,2122
Sassuolo,Atalanta,2,1,2122
Venezia,Udinese,1,2,2122
Roma,Salernitana,2,1,2122
Torino,Milan,0,0,2122
Bologna,Sampdoria,2,0,2122
Spezia,Inter,1,3,2122
Milan,Genoa,2,0,2122
Cagliari,Sassuolo,1,0,2122
Sampdoria,Salernitana,1,2,2122
Udinese,Empoli,4,1,2122
Fiorentina,Venezia,1,0,2122
Juventus,Bologna,1,1,2122
Lazio,Torino,1,1,2122
Napoli,Roma,1,1,2122
Atalanta,Verona,1,2,2122
Udinese,Salernitana,0,1,2122
Torino,Spezia,2,1,2122
Venezia,Atalanta,1,3,2122
Inter,Roma,3,1,2122
Verona,Sampdoria,1,1,2122
Salernitana,Fiorentina,2,1,2122
Bologna,Udinese,2,2,2122
Empoli,Napoli,3,2,2122
Genoa,Cagliari,1,0,2122
Lazio,Milan,1,2,2122
Sassuolo,Juventus,1,2,2122
Fiorentina,Udinese,0,4,2122
Atalanta,Torino,4,4,2122
Bologna,Inter,2,1,2122
Cagliari,Verona,1,2,2122
Napoli,Sassuolo,6,1,2122
Sampdoria,Genoa,1,0,2122
Spezia,Lazio,3,4,2122
Juventus,Venezia,2,1,2122
Empoli,Torino,1,3,2122
Milan,Fiorentina,1,0,2122
Udinese,Inter,1,2,2122
Roma,Bologna,0,0,2122
Atalanta,Salernitana,1,1,2122
Salernitana,Venezia,2,1,2122
Inter,Empoli,4,2,2122
Genoa,Juventus,2,1,2122
Torino,Napoli,0,1,2122
Sassuolo,Udinese,1,1,2122
Lazio,Sampdoria,2,0,2122
Spezia,Atalanta,1,3,2122
Venezia,Bologna,4,3,2122
Salernitana,Cagliari,1,1,2122
Verona,Milan,1,3,2122
Fiorentina,Roma,2,0,2122
Empoli,Salernitana,1,1,2122
Udinese,Spezia,2,3,2122
Verona,Torino,0,1,2122
Roma,Venezia,1,1,2122
Bologna,Sassuolo,1,3,2122
Napoli,Genoa,3,0,2122
Milan,Atalanta,2,0,2122
Cagliari,Inter,1,3,2122
Sampdoria,Fiorentina,4,1,2122
Juventus,Lazio,2,2,2122
Torino,Roma,0,3,2122
Genoa,Bologna,0,1,2122
Atalanta,Empoli,0,1,2122
Fiorentina,Juventus,2,0,2122
Lazio,Verona,3,3,2122
Spezia,Napoli,0,3,2122
Inter,Sampdoria,3,0,2122
Sassuolo,Milan,0,3,2122
Salernitana,Udinese,0,4,2122
Venezia,Cagliari,0,0,2122
M'gladbach,Bayern Munich,1,1,2122
Augsburg,Hoffenheim,0,4,2122
Bielefeld,Freiburg,0,0,2122
Stuttgart,Greuther Furth,5,1,2122
Union Berlin,Leverkusen,1,1,2122
Wolfsburg,Bochum,1,0,2122
Dortmund,Ein Frankfurt,5,2,2122
Mainz,RB Leipzig,1,0,2122
FC Koln,Hertha,3,1,2122
RB Leipzig,Stuttgart,4,0,2122
Bochum,Mainz,2,0,2122
Ein Frankfurt,Augsburg,0,0,2122
Freiburg,Dortmund,2,1,2122
Greuther Furth,Bielefeld,1,1,2122
Hertha,Wolfsburg,1,2,2122
Leverkusen,M'gladbach,4,0,2122
Hoffenheim,Union Berlin,2,2,2122
Bayern Munich,FC Koln,3,2,2122
Dortmund,Hoffenheim,3,2,2122
Augsburg,Leverkusen,1,4,2122
Bielefeld,Ein Frankfurt,1,1,2122
FC Koln,Bochum,2,1,2122
Mainz,Greuther Furth,3,0,2122
Stuttgart,Freiburg,2,3,2122
Bayern Munich,Hertha,5,0,2122
Union Berlin,M'gladbach,2,1,2122
Wolfsburg,RB Leipzig,1,0,2122
Freiburg,FC Koln,1,1,2122
Greuther Furth,Wolfsburg,0,2,2122
Hoffenheim,Mainz,0,2,2122
Leverkusen,Dortmund,3,4,2122
Union Berlin,Augsburg,0,0,2122
RB Leipzig,Bayern Munich,1,4,2122
Ein Frankfurt,Stuttgart,1,1,2122
Bochum,Hertha,1,3,2122
M'gladbach,Bielefeld,3,1,2122
Hertha,Greuther Furth,2,1,2122
Augsburg,M'gladbach,1,0,2122
Bayern Munich,Bochum,7,0,2122
Bielefeld,Hoffenheim,0,0,2122
Mainz,Freiburg,0,0,2122
FC Koln,RB Leipzig,1,1,2122
Stuttgart,Leverkusen,1,3,2122
Dortmund,Union Berlin,4,2,2122
Wolfsburg,Ein Frankfurt,1,1,2122
Greuther Furth,Bayern Munich,1,3,2122
Ein Frankfurt,FC Koln,1,1,2122
Hoffenheim,Wolfsburg,3,1,2122
Leverkusen,Mainz,1,0,2122
RB Leipzig,Hertha,6,0,2122
Union Berlin,Bielefeld,1,0,2122
M'gladbach,Dortmund,1,0,2122
Bochum,Stuttgart,0,0,2122
Freiburg,Augsburg,3,0,2122
FC Koln,Greuther Furth,3,1,2122
Dortmund,Augsburg,2,1,2122
Hertha,Freiburg,1,2,2122
Stuttgart,Hoffenheim,3,1,2122
Wolfsburg,M'gladbach,1,3,2122
RB Leipzig,Bochum,3,0,2122
Mainz,Union Berlin,1,2,2122
Bayern Munich,Ein Frankfurt,1,2,2122
Bielefeld,Leverkusen,0,4,2122
Hoffenheim,FC Koln,5,0,2122
Dortmund,Mainz,3,1,2122
Ein Frankfurt,Hertha,1,2,2122
Freiburg,RB Leipzig,1,1,2122
Greuther Furth,Bochum,0,1,2122
Union Berlin,Wolfsburg,2,0,2122
M'gladbach,Stuttgart,1,1,2122
Leverkusen,Bayern Munich,1,5,2122
Augsburg,Bielefeld,1,1,2122
Mainz,Augsburg,4,1,2122
Bayern Munich,Hoffenheim,4,0,2122
Bielefeld,Dortmund,1,3,2122
RB Leipzig,Greuther Furth,4,1,2122
Wolfsburg,Freiburg,0,2,2122
Hertha,M'gladbach,1,0,2122
FC Koln,Leverkusen,2,2,2122
Stuttgart,Union Berlin,1,1,2122
Bochum,Ein Frankfurt,2,0,2122
Hoffenheim,Hertha,2,0,2122
Bielefeld,Mainz,1,2,2122
Dortmund,FC Koln,2,0,2122
Freiburg,Greuther Furth,3,1,2122
Leverkusen,Wolfsburg,0,2,2122
Union Berlin,Bayern Munich,2,5,2122
Ein Frankfurt,RB Leipzig,1,1,2122
Augsburg,Stuttgart,4,1,2122
M'gladbach,Bochum,2,1,2122
Mainz,M'gladbach,1,1,2122
Bayern Munich,Freiburg,2,1,2122
Bochum,Hoffenheim,2,0,2122
Stuttgart,Bielefeld,0,1,2122
Wolfsburg,Augsburg,1,0,2122
RB Leipzig,Dortmund,2,1,2122
Hertha,Leverkusen,1,1,2122
FC Koln,Union Berlin,2,2,2122
Greuther Furth,Ein Frankfurt,1,2,2122
Augsburg,Bayern Munich,2,1,2122
Bielefeld,Wolfsburg,2,2,2122
Dortmund,Stuttgart,2,1,2122
Hoffenheim,RB Leipzig,2,0,2122
Leverkusen,Bochum,1,0,2122
M'gladbach,Greuther Furth,4,0,2122
Union Berlin,Hertha,2,0,2122
Freiburg,Ein Frankfurt,0,2,2122
Mainz,FC Koln,1,1,2122
Stuttgart,Mainz,2,1,2122
Bochum,Freiburg,2,1,2122
FC Koln,M'gladbach,4,1,2122
Greuther Furth,Hoffenheim,3,6,2122
Hertha,Augsburg,1,1,2122
Wolfsburg,Dortmund,1,3,2122
Bayern Munich,Bielefeld,1,0,2122
Ein Frankfurt,Union Berlin,2,1,2122
RB Leipzig,Leverkusen,1,3,2122
Union Berlin,RB Leipzig,2,1,2122
Augsburg,Bochum,2,3,2122
Bielefeld,FC Koln,1,1,2122
Hoffenheim,Ein Frankfurt,3,2,2122
Leverkusen,Greuther Furth,7,1,2122
Mainz,Wolfsburg,3,0,2122
Dortmund,Bayern Munich,2,3,2122
Stuttgart,Hertha,2,2,2122
M'gladbach,Freiburg,0,6,2122
FC Koln,Augsburg,0,2,2122
Bayern Munich,Mainz,2,1,2122
Bochum,Dortmund,1,1,2122
Freiburg,Hoffenheim,1,2,2122
Hertha,Bielefeld,2,0,2122
RB Leipzig,M'gladbach,4,1,2122
Wolfsburg,Stuttgart,0,2,2122
Greuther Furth,Union Berlin,1,0,2122
Ein Frankfurt,Leverkusen,5,2,2122
Stuttgart,Bayern Munich,0,5,2122
Bielefeld,Bochum,2,0,2122
Mainz,Hertha,4,0,2122
Wolfsburg,FC Koln,2,3,2122
M'gladbach,Ein Frankfurt,2,3,2122
Augsburg,RB Leipzig,1,1,2122
Dortmund,Greuther Furth,3,0,2122
Leverkusen,Hoffenheim,2,2,2122
Union Berlin,Freiburg,0,0,2122
Bayern Munich,Wolfsburg,4,0,2122
Bochum,Union Berlin,0,1,2122
Ein Frankfurt,Mainz,1,0,2122
Greuther Furth,Augsburg,0,0,2122
Hoffenheim,M'gladbach,1,1,2122
RB Leipzig,Bielefeld,0,2,2122
Hertha,Dortmund,3,2,2122
Freiburg,Leverkusen,2,1,2122
FC Koln,Stuttgart,1,0,2122
Bayern Munich,M'gladbach,1,2,2122
Freiburg,Bielefeld,2,2,2122
Greuther Furth,Stuttgart,0,0,2122
Hoffenheim,Augsburg,3,1,2122
Leverkusen,Union Berlin,2,2,2122
RB Leipzig,Mainz,4,1,2122
Ein Frankfurt,Dortmund,2,3,2122
Hertha,FC Koln,1,3,2122
Bochum,Wolfsburg,1,0,2122
Dortmund,Freiburg,5,1,2122
FC Koln,Bayern Munich,0,4,2122
Mainz,Bochum,1,0,2122
Stuttgart,RB Leipzig,0,2,2122
Union Berlin,Hoffenheim,2,1,2122
Wolfsburg,Hertha,0,0,2122
M'gladbach,Leverkusen,1,2,2122
Augsburg,Ein Frankfurt,1,1,2122
Bielefeld,Greuther Furth,2,2,2122
Ein Frankfurt,Bielefeld,0,2,2122
Freiburg,Stuttgart,2,0,2122
Greuther Furth,Mainz,2,1,2122
Hoffenheim,Dortmund,2,3,2122
Leverkusen,Augsburg,5,1,2122
M'gladbach,Union Berlin,1,2,2122
Bochum,FC Koln,2,2,2122
RB Leipzig,Wolfsburg,2,0,2122
Hertha,Bayern Munich,1,4,2122
Hertha,Bochum,1,1,2122
Augsburg,Union Berlin,2,0,2122
Bielefeld,M'gladbach,1,1,2122
FC Koln,Freiburg,1,0,2122
Mainz,Hoffenheim,2,0,2122
Stuttgart,Ein Frankfurt,2,3,2122
Bayern Munich,RB Leipzig,3,2,2122
Dortmund,Leverkusen,2,5,2122
Wolfsburg,Greuther Furth,4,1,2122
RB Leipzig,FC Koln,3,1,2122
Bochum,Bayern Munich,4,2,2122
Ein Frankfurt,Wolfsburg,0,2,2122
Freiburg,Mainz,1,1,2122
Greuther Furth,Hertha,2,1,2122
M'gladbach,Augsburg,3,2,2122
Leverkusen,Stuttgart,4,2,2122
Union Berlin,Dortmund,0,3,2122
Hoffenheim,Bielefeld,2,0,2122
Mainz,Leverkusen,3,2,2122
Augsburg,Freiburg,1,2,2122
Bielefeld,Union Berlin,1,0,2122
Stuttgart,Bochum,1,1,2122
Wolfsburg,Hoffenheim,1,2,2122
FC Koln,Ein Frankfurt,1,0,2122
Bayern Munich,Greuther Furth,4,1,2122
Dortmund,M'gladbach,6,0,2122
Hertha,RB Leipzig,1,6,2122
Hoffenheim,Stuttgart,2,1,2122
Freiburg,Hertha,3,0,2122
Greuther Furth,FC Koln,1,1,2122
Leverkusen,Bielefeld,3,0,2122
M'gladbach,Wolfsburg,2,2,2122
Union Berlin,Mainz,3,1,2122
Ein Frankfurt,Bayern Munich,0,1,2122
Bochum,RB Leipzig,0,1,2122
Augsburg,Dortmund,1,1,2122
Bielefeld,Augsburg,0,1,2122
Bayern Munich,Leverkusen,1,1,2122
Bochum,Greuther Furth,2,1,2122
Hertha,Ein Frankfurt,1,4,2122
RB Leipzig,Freiburg,1,1,2122
Wolfsburg,Union Berlin,1,0,2122
Stuttgart,M'gladbach,3,2,2122
FC Koln,Hoffenheim,0,1,2122
Freiburg,Wolfsburg,3,2,2122
Hoffenheim,Bayern Munich,1,1,2122
Union Berlin,Stuttgart,1,1,2122
M'gladbach,Hertha,2,0,2122
Leverkusen,FC Koln,0,1,2122
Dortmund,Bielefeld,1,0,2122
Ein Frankfurt,Bochum,2,1,2122
Greuther Furth,RB Leipzig,1,6,2122
Mainz,Dortmund,0,1,2122
Bochum,M'gladbach,0,2,2122
Greuther Furth,Freiburg,0,0,2122
Hertha,Hoffenheim,3,0,2122
Mainz,Bielefeld,4,0,2122
Stuttgart,Augsburg,3,2,2122
Bayern Munich,Union Berlin,4,0,2122
RB Leipzig,Ein Frankfurt,0,0,2122
Wolfsburg,Leverkusen,0,2,2122
FC Koln,Dortmund,1,1,2122
Union Berlin,FC Koln,1,0,2122
Bielefeld,Stuttgart,1,1,2122
Ein Frankfurt,Greuther Furth,0,0,2122
Freiburg,Bayern Munich,1,4,2122
Hoffenheim,Bochum,1,2,2122
Leverkusen,Hertha,2,1,2122
Dortmund,RB Leipzig,1,4,2122
Augsburg,Wolfsburg,3,0,2122
M'gladbach,Mainz,1,1,2122
Augsburg,Mainz,2,1,2122
Stuttgart,Dortmund,0,2,2122
Bayern Munich,Augsburg,1,0,2122
FC Koln,Mainz,3,2,2122
Greuther Furth,M'gladbach,0,2,2122
Wolfsburg,Bielefeld,4,0,2122
Hertha,Union Berlin,1,4,2122
Bochum,Leverkusen,0,0,2122
Ein Frankfurt,Freiburg,1,2,2122
RB Leipzig,Hoffenheim,3,0,2122
Augsburg,Hertha,0,1,2122
Dortmund,Wolfsburg,6,1,2122
Freiburg,Bochum,3,0,2122
Mainz,Stuttgart,0,0,2122
M'gladbach,FC Koln,1,3,2122
Bielefeld,Bayern Munich,0,3,2122
Hoffenheim,Greuther Furth,0,0,2122
Union Berlin,Ein Frankfurt,2,0,2122
Leverkusen,RB Leipzig,0,1,2122
Wolfsburg,Mainz,5,0,2122
Ein Frankfurt,Hoffenheim,2,2,2122
FC Koln,Bielefeld,3,1,2122
Freiburg,M'gladbach,3,3,2122
Greuther Furth,Leverkusen,1,4,2122
RB Leipzig,Union Berlin,1,2,2122
Bayern Munich,Dortmund,3,1,2122
Bochum,Augsburg,0,2,2122
Hertha,Stuttgart,2,0,2122
Union Berlin,Greuther Furth,1,1,2122
Augsburg,FC Koln,1,4,2122
Bielefeld,Hertha,1,1,2122
Dortmund,Bochum,3,4,2122
Mainz,Bayern Munich,3,1,2122
Stuttgart,Wolfsburg,1,1,2122
Hoffenheim,Freiburg,3,4,2122
Leverkusen,Ein Frankfurt,2,0,2122
M'gladbach,RB Leipzig,3,1,2122
Bochum,Bielefeld,2,1,2122
FC Koln,Wolfsburg,0,1,2122
Freiburg,Union Berlin,1,4,2122
Greuther Furth,Dortmund,1,3,2122
Hoffenheim,Leverkusen,2,4,2122
Hertha,Mainz,1,2,2122
Ein Frankfurt,M'gladbach,1,1,2122
Bayern Munich,Stuttgart,2,2,2122
RB Leipzig,Augsburg,4,0,2122
Augsburg,Greuther Furth,2,1,2122
Bielefeld,RB Leipzig,1,1,2122
Dortmund,Hertha,2,1,2122
Leverkusen,Freiburg,2,1,2122
Mainz,Ein Frankfurt,2,2,2122
M'gladbach,Hoffenheim,5,1,2122
Stuttgart,FC Koln,2,1,2122
Union Berlin,Bochum,3,2,2122
Wolfsburg,Bayern Munich,2,2,2122
Monaco,Nantes,1,1,2122
